"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"17","S.A. Chakraborty","Fantasy","4.32","The River of Silver: Tales from the Daevabad Trilogy","The Daevabad Trilogy","3.5","4.315","2022","","4.25","14155","",""
"17","S.A. Chakraborty","Fantasy","4.32","The Adventures of Amina al-Sirafi","Amina al-Sirafi","1","4.33","2023","","4.24","89120","",""
"17","S.A. Chakraborty","Fantasy","4.32","The Tapestry of Fate","Amina al-Sirafi","2","4.33","2026","","4.42","7567","",""
"18","Kristin Hannah","Historical Fiction","4.29","Between Sisters","","","","2003","","4.1","141796","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Things We Do for Love","","","","2004","","4.18","125916","",""
"18","Kristin Hannah","Historical Fiction","4.29","Magic Hour","","","","2006","","4.16","267961","",""
"18","Kristin Hannah","Historical Fiction","4.29","Firefly Lane","Firefly Lane","1","4.11","2008","","4.2","504664","",""
"18","Kristin Hannah","Historical Fiction","4.29","Fly Away","Firefly Lane","2","4.11","2013","","4.02","182090","",""
"18","Kristin Hannah","Historical Fiction","4.29","True Colors","","","","2009","","4.11","159756","",""
"18","Kristin Hannah","Historical Fiction","4.29","Winter Garden","","","","2010","","4.28","481785","",""
"18","Kristin Hannah","Historical Fiction","4.29","Night Road","","","","2011","","4.27","374688","",""
"18","Kristin Hannah","Historical Fiction","4.29","Home Front","","","","2012","","4.26","263766","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Kristin Hannah Collection: Volume 1: Firefly Lane, True Colors, Fly Away","","","","2014","","4.49","1147","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Nightingale","","","","2015","","4.65","2344102","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Great Alone","","","","2018","","4.46","1330444","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Four Winds","","","","2021","","4.3","1079349","",""
"18","Kristin Hannah","Historical Fiction","4.29","The Women","","","","2024","","4.58","1788027","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Crown Conspiracy","The Riyria Revelations","1","4.35","2008","","4.18","27599","",""
"19","Michael J. Sullivan","Fantasy","4.313","Avempartha","The Riyria Revelations","2","4.35","2009","","4.29","16394","",""
"19","Michael J. Sullivan","Fantasy","4.313","Nyphron Rising","The Riyria Revelations","3","4.35","2009","","4.32","13219","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Emerald Storm","The Riyria Revelations","4","4.35","2010","","4.28","11571","",""
"19","Michael J. Sullivan","Fantasy","4.313","Wintertide","The Riyria Revelations","5","4.35","2010","","4.46","12365","",""
"19","Michael J. Sullivan","Fantasy","4.313","Percepliquis","The Riyria Revelations","6","4.35","2012","","4.57","11857","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Crown Tower","The Riyria Chronicles","1","4.278","2013","","4.33","44242","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Viscount and the Witch","The Riyria Chronicles","1.5","4.278","2011","","4.23","6533","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Rose and the Thorn","The Riyria Chronicles","2","4.278","2013","","4.4","31595","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Jester","The Riyria Chronicles","2.5","4.278","2014","","3.94","6788","",""
"19","Michael J. Sullivan","Fantasy","4.313","Professional Integrity","The Riyria Chronicles","2.6","4.278","2015","","4.19","4388","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Death of Dulgath","The Riyria Chronicles","3","4.278","2015","","4.37","21793","",""
"19","Michael J. Sullivan","Fantasy","4.313","The Disappearance of Winter's Daughter","The Riyria Chronicles","4","4.278","2017","","4.4","14046","",""
"19","Michael J. Sullivan","Fantasy","4.313","Drumindor","The Riyria Chronicles","5","4.278","2024","","4.36","4509","",""
"19","Michael J. Sullivan","Fantasy","4.313","Pile of Bones","The Legends of the First Empire","0.5","4.254","2019","","3.82","2354","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of Myth","The Legends of the First Empire","1","4.254","2016","","4.22","42326","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of Swords","The Legends of the First Empire","2","4.254","2017","","4.28","27263","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of War","The Legends of the First Empire","3","4.254","2018","","4.43","21878","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of Legend","The Legends of the First Empire","4","4.254","2019","","4.35","16335","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of Death","The Legends of the First Empire","5","4.254","2020","","4.28","13784","",""
"19","Michael J. Sullivan","Fantasy","4.313","Age of Empyre","The Legends of the First Empire","6","4.254","2020","","4.4","13243","",""
"19","Michael J. Sullivan","Fantasy","4.313","Nolyn","The Rise and Fall","1","4.467","2021","","4.18","8816","",""
"19","Michael J. Sullivan","Fantasy","4.313","Farilane","The Rise and Fall","2","4.467","2022","","4.58","6111","",""
"19","Michael J. Sullivan","Fantasy","4.313","Esrahaddon","The Rise and Fall","3","4.467","2023","","4.64","4989","",""
"20","Dennis E. Taylor","Science Fiction","4.264","Outland","Quantum Earth","1","4.075","2015","","4.1","12432","",""
"20","Dennis E. Taylor","Science Fiction","4.264","Earthside","Quantum Earth","2","4.075","2023","","4.05","5898","",""
"20","Dennis E. Taylor","Science Fiction","4.264","We Are Legion","We Are Bob) (Bobiverse","1","4.24","2016","","4.24","142382","",""
"20","Dennis E. Taylor","Science Fiction","4.264","For We Are Many","Bobiverse","2","4.338","2017","","4.36","81728","",""
"20","Dennis E. Taylor","Science Fiction","4.264","All These Worlds","Bobiverse","3","4.338","2017","","4.4","70715","",""
"20","Dennis E. Taylor","Science Fiction","4.264","Heaven's River","Bobiverse","4","4.338","2020","","4.28","41407","",""
"20","Dennis E. Taylor","Science Fiction","4.264","Not Till We Are Lost","Bobiverse","5","4.338","2024","","4.31","22730","",""
"20","Dennis E. Taylor","Science Fiction","4.264","The Bobiverse","","","","2018","","4.73","1805","",""
"20","Dennis E. Taylor","Science Fiction","4.264","The Singularity Trap","","","","2018","","4.05","15202","",""
"20","Dennis E. Taylor","Science Fiction","4.264","Roadkill","","","","2022","","4.12","7534","",""
"21","John Gwynne","Fantasy","4.307","Better to Live than to Die","The Faithful and the Fallen","0.5","4.232","2015","","3.52","281","",""
"21","John Gwynne","Fantasy","4.307","Malice","The Faithful and the Fallen","1","4.232","2012","","4.18","66227","",""
"21","John Gwynne","Fantasy","4.307","Valor","The Faithful and the Fallen","2","4.232","2014","","4.43","46324","",""
"21","John Gwynne","Fantasy","4.307","Ruin","The Faithful and the Fallen","3","4.232","2015","","4.5","38909","",""
"21","John Gwynne","Fantasy","4.307","Wrath","The Faithful and the Fallen","4","4.232","2016","","4.53","36211","",""
"21","John Gwynne","Fantasy","4.307","A Time of Dread","Of Blood and Bone","1","4.367","2018","","4.3","16625","",""
"21","John Gwynne","Fantasy","4.307","A Time of Blood","Of Blood and Bone","2","4.367","2019","","4.34","12848","",""
"21","John Gwynne","Fantasy","4.307","A Time of Courage","Of Blood and Bone","3","4.367","2020","","4.46","11828","",""
"21","John Gwynne","Fantasy","4.307","The Shadow of the Gods","The Bloodsworn Saga","1","4.373","2021","","4.18","114262","",""
"21","John Gwynne","Fantasy","4.307","The Hunger of the Gods","The Bloodsworn Saga","2","4.373","2022","","4.48","65197","",""
"21","John Gwynne","Fantasy","4.307","The Fury of the Gods","The Bloodsworn Saga","3","4.373","2024","","4.46","46731","",""
"22","Ken Follett","Historical Fiction","4.284","Eye of the Needle","","","","1978","","4.22","173572","",""
"22","Ken Follett","Historical Fiction","4.284","On Wings of Eagles","","","","1983","","4","16410","",""
"22","Ken Follett","Historical Fiction","4.284","The Evening and the Morning","Kingsbridge","0","4.312","2020","","4.39","139398","",""
"22","Ken Follett","Historical Fiction","4.284","The Pillars of the Earth","Kingsbridge","1","4.312","1989","","4.35","854476","",""
"22","Ken Follett","Historical Fiction","4.284","World Without End","Kingsbridge","2","4.312","2007","","4.33","283257","",""
"22","Ken Follett","Historical Fiction","4.284","A Column of Fire","Kingsbridge","3","4.312","2017","","4.27","130388","",""
"22","Ken Follett","Historical Fiction","4.284","The Armor of Light","Kingsbridge","4","4.312","2023","","4.22","64376","",""
"22","Ken Follett","Historical Fiction","4.284","Los pilares de la tierra I","","","","1989","","4.45","15661","",""
"22","Ken Follett","Historical Fiction","4.284","Os Pilares da Terra, Volume II","Os Pilares da Terra","2","4.51","1989","","4.51","3307","",""
"22","Ken Follett","Historical Fiction","4.284","A Dangerous Fortune","","","","1993","","4.17","58800","",""
"22","Ken Follett","Historical Fiction","4.284","A Place Called Freedom","","","","1995","","4.09","49379","",""
"22","Ken Follett","Historical Fiction","4.284","Jackdaws","","","","2001","","4.09","45013","",""
"22","Ken Follett","Historical Fiction","4.284","Hornet Flight","","","","2002","","4.02","30348","",""
"22","Ken Follett","Historical Fiction","4.284","Fall of Giants","The Century Trilogy","1","4.31","2005","","4.33","354449","",""
"22","Ken Follett","Historical Fiction","4.284","Winter of the World","The Century Trilogy","2","4.31","2012","","4.39","182323","",""
"22","Ken Follett","Historical Fiction","4.284","Edge of Eternity","The Century Trilogy","3","4.31","2014","","4.21","121663","",""
"22","Ken Follett","Historical Fiction","4.284","Um Mundo Sem Fim, Volume I","","","","2007","","4.42","1306","",""
"22","Ken Follett","Historical Fiction","4.284","Um Mundo Sem Fim, Volume II","","","","2007","","4.49","1139","",""
"22","Ken Follett","Historical Fiction","4.284","Trilogía The Century: La caída de los gigantes / El invierno del mundo / El umbral de la eternidad","","","","2014","","4.64","2165","",""
"22","Ken Follett","Historical Fiction","4.284","Never","","","","2021","","4.09","75885","",""
"23","T.J. Klune","Fantasy","4.305","Bear, Otter, and the Kid","Bear, Otter, and the Kid","1","4.39","2011","","4.17","15803","",""
"23","T.J. Klune","Fantasy","4.305","Who We Are","Bear, Otter, and the Kid","2","4.39","2012","","4.44","8380","",""
"23","T.J. Klune","Fantasy","4.305","The Art of Breathing","Bear, Otter, and the Kid","3","4.39","2014","","4.4","6364","",""
"23","T.J. Klune","Fantasy","4.305","The Long and Winding Road","Bear, Otter, and the Kid","4","4.39","2017","","4.55","3791","",""
"23","T.J. Klune","Fantasy","4.305","Sandy and Paul’s Gay Porno Adventure","At First Sight","0.5","4.328","2016","","4.26","511","",""
"23","T.J. Klune","Fantasy","4.305","Tell Me It's Real","At First Sight","1","4.328","2013","","4.22","9128","",""
"23","T.J. Klune","Fantasy","4.305","The Queen & the Homo Jock King","At First Sight","2","4.328","2016","","4.39","4376","",""
"23","T.J. Klune","Fantasy","4.305","Until You","At First Sight","3","4.328","2017","","4.42","2742","",""
"23","T.J. Klune","Fantasy","4.305","Why We Fight","At First Sight","4","4.328","2019","","4.35","2034","",""
"23","T.J. Klune","Fantasy","4.305","Into This River I Drown","","","","2013","","4.14","4577","",""
"23","T.J. Klune","Fantasy","4.305","John & Jackie","","","","2014","","4.49","1180","",""
"23","T.J. Klune","Fantasy","4.305","How to Be a Normal Person","How to Be","1","4.36","2015","","4.29","7954","",""
"23","T.J. Klune","Fantasy","4.305","How to Be a Movie Star","How to Be","2","4.36","2019","","4.43","2983","",""
"23","T.J. Klune","Fantasy","4.305","The Lightning-Struck Heart","Tales From Verania","1","4.403","2015","","4.36","17941","",""
"23","T.J. Klune","Fantasy","4.305","The Tragic Life of Lady Tina DeSilva","Tales From Verania","1.5","4.403","2015","","4.13","935","",""
"23","T.J. Klune","Fantasy","4.305","A Destiny of Dragons","Tales From Verania","2","4.403","2017","","4.4","8082","",""
"23","T.J. Klune","Fantasy","4.305","The Consumption of Magic","Tales From Verania","3","4.403","2017","","4.57","6235","",""
"23","T.J. Klune","Fantasy","4.305","A Wish Upon the Stars","Tales From Verania","4","4.403","2018","","4.63","5724","",""
"23","T.J. Klune","Fantasy","4.305","Fairytales From Verania","Tales From Verania","4.5","4.403","2021","","4.34","1552","",""
"23","T.J. Klune","Fantasy","4.305","The Damning Stone","Tales From Verania","5","4.403","2022","","4.39","3032","",""
"23","T.J. Klune","Fantasy","4.305","Wolfsong","Green Creek","1","4.34","2016","","4.18","118760","",""
"23","T.J. Klune","Fantasy","4.305","Ravensong","Green Creek","2","4.34","2018","","4.37","55966","",""
"23","T.J. Klune","Fantasy","4.305","Lovesong","Green Creek","2.5","4.34","2018","","4.33","8980","",""
"23","T.J. Klune","Fantasy","4.305","Heartsong","Green Creek","3","4.34","2019","","4.5","41619","",""
"23","T.J. Klune","Fantasy","4.305","Feralsong","Green Creek","3.5","4.34","2020","","4.34","6653","",""
"23","T.J. Klune","Fantasy","4.305","Lovesong Part II","Green Creek","3.6","4.34","2020","","4.17","4791","",""
"23","T.J. Klune","Fantasy","4.305","Brothersong","Green Creek","4","4.34","2020","","4.49","34254","",""
"23","T.J. Klune","Fantasy","4.305","Withered + Sere","Immemorial Year","1","4.345","2016","","4.19","1407","",""
"23","T.J. Klune","Fantasy","4.305","Crisped + Sere","Immemorial Year","2","4.345","2016","","4.5","936","",""
"23","T.J. Klune","Fantasy","4.305","Murmuration","","","","2016","","4.21","2328","",""
"23","T.J. Klune","Fantasy","4.305","Olive Juice","","","","2017","","4.39","1603","",""
"23","T.J. Klune","Fantasy","4.305","Blasphemy!","","","","2018","","4.01","1945","",""
"23","T.J. Klune","Fantasy","4.305","The Bones Beneath My Skin","","","","2018","","4.07","49457","",""
"23","T.J. Klune","Fantasy","4.305","The House in the Cerulean Sea","Cerulean Chronicles","1","4.225","2020","","4.35","1087233","",""
"23","T.J. Klune","Fantasy","4.305","Somewhere Beyond the Sea","Cerulean Chronicles","2","4.225","2024","","4.1","235134","",""
"23","T.J. Klune","Fantasy","4.305","The Extraordinaries","","","","2020","","4.04","26951","",""
"23","T.J. Klune","Fantasy","4.305","Flash Fire","The Extraordinaries","2","4.17","2021","","4.19","12807","",""
"23","T.J. Klune","Fantasy","4.305","Heat Wave","The Extraordinaries","3","4.17","2023","","4.15","8160","",""
"23","T.J. Klune","Fantasy","4.305","Under the Whispering Door","","","","2021","","4.1","339224","",""
"23","T.J. Klune","Fantasy","4.305","Reduce! Reuse! Recycle!","","","","2024","","4.26","1342","",""
"23","T.J. Klune","Fantasy","4.305","We Burned So Bright","","","","2026","","4.19","39886","",""
"24","Carl Sagan","Science Fiction","4.238","Carl Sagan's Cosmic Connection: An Extraterrestrial Perspective","","","","1973","","4.25","2224","",""
"24","Carl Sagan","Science Fiction","4.238","The Dragons of Eden: Speculations on the Evolution of Human Intelligence","","","","1977","","4.19","21785","",""
"24","Carl Sagan","Science Fiction","4.238","Broca's Brain: Reflections on the Romance of Science","","","","1979","","4.05","10975","",""
"24","Carl Sagan","Science Fiction","4.238","Cosmos","","","","1980","","4.4","162988","",""
"24","Carl Sagan","Science Fiction","4.238","Comet","","","","1985","","4.12","1201","",""
"24","Carl Sagan","Science Fiction","4.238","Contact","","","","1985","","4.15","155792","",""
"24","Carl Sagan","Science Fiction","4.238","Shadows of Forgotten Ancestors","","","","1992","","4.26","6292","",""
"24","Carl Sagan","Science Fiction","4.238","Pale Blue Dot: A Vision of the Human Future in Space","","","","1994","","4.33","40704","",""
"24","Carl Sagan","Science Fiction","4.238","The Demon-Haunted World: Science as a Candle in the Dark","","","","1995","","4.28","82754","",""
"24","Carl Sagan","Science Fiction","4.238","Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium","","","","1997","","4.3","18012","",""
"24","Carl Sagan","Science Fiction","4.238","The Varieties of Scientific Experience: A Personal View of the Search for God","","","","2006","","4.29","10836","",""
"25","George R.R. Martin","Fantasy","4.295","Sandkings","","","","1981","","4.22","6524","",""
"25","George R.R. Martin","Fantasy","4.295","Tuf Voyaging","","","","1986","","4.11","13698","",""
"25","George R.R. Martin","Fantasy","4.295","A Game Of Thrones preview","","","","1996","","4.57","13891","",""
"25","George R.R. Martin","Fantasy","4.295","A Game of Thrones","A Song of Ice and Fire","1","4.424","1996","","4.45","2803905","",""
"25","George R.R. Martin","Fantasy","4.295","A Clash of Kings","A Song of Ice and Fire","2","4.424","1998","","4.42","1046754","",""
